Batch_ID,Time_Minutes,Phase,Temperature_C,Pressure_Bar,Humidity_Percent,Motor_Speed_RPM,Compression_Force_kN,Flow_Rate_LPM,Power_Consumption_kW,Vibration_mm_s
T052,43,Drying,54.14659605,0.932636008,56.7168506,78.1248359,0,7.723012992,21.22198067,1.591890593
T052,44,Drying,54.71494188,0.651132643,55.59785017,84.71169314,0,8.446154354,24.19461106,2.145476137
T052,45,Drying,53.14575026,0.845744084,55.27012895,73.82136874,0,7.482910556,21.01561716,1.884561419
T052,46,Drying,52.60401216,0.708991011,56.47562532,74.89329654,0,6.224999747,21.44378967,1.614027942
T052,47,Drying,55.54128134,0.863680031,51.77260678,77.78881395,0,8.718650226,22.14242405,1.892183958
T052,48,Drying,54.17034974,0.775501917,56.29847147,68.18775638,0,7.554940946,24.40838354,1.946188496
T052,49,Drying,53.47431283,0.729960887,45.23358541,82.1639713,0,7.517429066,23.63390007,1.821163696
T052,50,Drying,56.00274793,0.681951138,51.95347172,88.36054756,0,8.892395471,25.40138897,1.842145773
T052,51,Drying,53.16912345,0.814848477,46.41420407,81.25647301,0,8.746065798,29.49558765,2.121523758
T052,52,Drying,56.66561553,0.806452766,41.53356056,84.40389992,0,7.919388716,27.24649973,2.166056264
T052,53,Drying,55.03786027,0.837562506,44.97615835,78.56389349,0,7.789851261,22.13836267,1.784684052
T052,54,Drying,55.60888212,0.865586635,44.58885393,78.37213111,0,7.031237589,25.05507185,1.925767316
T052,55,Drying,56.50962681,0.84770382,39.22067767,81.07755834,0,8.397819907,26.05622526,1.720651336
T052,56,Drying,55.31842317,0.790277622,35.33651059,77.51273958,0,8.649557606,28.06127281,2.237707609
T052,57,Drying,56.19573948,0.813229611,36.78199063,80.03187765,0,7.666135441,25.12444062,1.742525994
T052,58,Drying,54.41521451,0.801947106,38.49600776,83.8934824,0,7.589688748,25.1457528,1.68326843
T052,59,Drying,56.08430523,0.8166847,37.8372801,75.6553479,0,9.408827295,27.9895122,1.620939725
T052,60,Drying,52.44905465,0.763348399,32.82583633,77.51834861,0,7.707224601,25.48848314,1.70112882
T052,61,Drying,54.87834745,0.692936737,33.62667703,68.6566217,0,9.961630474,28.18772035,1.775483731
T052,62,Drying,54.66240224,0.673237771,31.12092059,83.27983064,0,8.120290272,20.3967984,1.803413757
T052,63,Drying,54.77747406,0.875135326,28.68391416,83.79904563,0,7.343418078,20.77209223,1.873324557
T052,64,Drying,56.1131241,0.635190487,24.60823278,85.90384775,0,8.65427272,26.25482268,1.933013892
T052,65,Drying,52.66579992,0.683278614,27.55039814,85.33702433,0,8.291819614,23.70693404,1.857247086
T052,66,Drying,53.42531465,0.766990657,22.56797276,82.4861904,0,7.636744595,22.81235893,1.794101198
T052,67,Drying,53.67027758,0.784832477,24.62446664,82.05783547,0,8.128678164,23.03654463,1.56646544
T052,68,Drying,54.45751291,0.723267332,24.49545009,81.37084591,0,8.616970403,25.11899255,1.409713815
T052,69,Drying,57.00668532,0.871161035,24.97841332,88.27960257,0,7.396072461,27.38653591,1.522432967
T052,70,Drying,54.6398484,0.731239388,24.24430869,74.74266939,0,7.811375398,20.11380199,1.74354681
T052,71,Drying,53.36338128,0.649097445,24.00371904,87.89287341,0,7.200192773,24.289375,2.202654218
T052,72,Drying,54.0279443,0.749693078,19.46492462,74.18556157,0,7.298116953,22.63516625,1.755865037
T052,73,Drying,54.88177574,0.869852253,18.45502447,75.877469,0,6.926009654,23.20258337,1.601130461
T052,74,Drying,51.75810165,0.656194743,18.17562114,79.02983788,0,8.806356298,25.39025055,1.795615072
T052,75,Milling,33.78099691,0.997616903,40.64005669,817.707707,0,0,41.65922132,8.991822155
T052,76,Milling,35.12091952,1.168508814,39.1851601,913.7011325,0,0,37.65078268,7.171155807
T052,77,Milling,36.18951843,1.020047929,37.4455462,778.3929017,0,0,40.0435893,6.390117351
T052,78,Milling,33.52709203,1.095937496,39.78279807,761.3012611,0,0,48.45828896,8.319694963
T052,79,Milling,33.76285668,1.12120677,37.34171026,800.6243438,0,0,41.47151094,6.603534408
T052,80,Milling,36.26752968,1.059130486,35.09808284,803.2816065,0,0,38.38026153,6.234010806
T052,81,Milling,37.14162334,1.149669401,45.37830801,759.0771354,0,0,32.12306143,7.382834326
T052,82,Milling,35.61555381,1.070664562,38.93950184,725.22394,0,0,30.13322466,7.646483169
T052,83,Milling,33.81590265,1.072973042,38.89516887,826.169887,0,0,37.307931,6.901393178
T052,84,Milling,33.88701176,1.072653095,41.00676725,819.5790261,0,0,41.21230177,8.613955006
T052,85,Milling,37.28190807,0.963472936,42.29926268,761.5986555,0,0,32.21562682,6.77084909
T052,86,Milling,36.40089325,0.994725198,38.79571533,843.0849176,0,0,32.4960349,7.381548625
T052,87,Blending,31.46103617,0.852380378,33.60656834,215.0589197,0,0,11.74342923,2.820238796
T052,88,Blending,28.48986324,0.90241736,35.0245611,194.2012613,0,0,11.17809813,3.181089907
T052,89,Blending,32.46326385,1.023598407,39.06405458,200.9380942,0,0,15.3098722,3.42534384
T052,90,Blending,30.44075849,0.879300466,33.94735423,201.7370251,0,0,10.23762124,3.088117677
T052,91,Blending,33.12349663,0.95826132,34.53248467,218.9183596,0,0,7.012979709,2.804523855
T052,92,Blending,29.98019534,0.938505069,36.37224622,171.6152293,0,0,14.68405905,2.763612528
T052,93,Blending,27.65105491,1.005217411,33.74637713,195.4530878,0,0,12.74574695,3.487893578
T052,94,Blending,30.20219895,1.133505251,37.18527455,197.7133667,0,0,12.81151633,2.80070463
T052,95,Blending,28.84625173,1.039506612,37.66246798,183.2053706,0,0,10.9939514,3.415721477
T052,96,Blending,29.3973583,0.903059024,30.62584107,206.9171673,0,0,13.13058314,3.35980227
T052,97,Blending,30.92212955,0.966174212,34.74592856,198.9000655,0,0,10.11592626,2.549361451
T052,98,Blending,31.51893478,1.075025815,34.27525526,206.9379015,0,0,10.26333631,3.183861941
T052,99,Blending,27.81714826,1.150495698,34.00106989,207.4659158,0,0,9.988520091,2.838270799
T052,100,Blending,30.66997078,0.957459487,38.27017545,205.4640511,0,0,10.79088263,2.941692862
T052,101,Blending,30.03668492,1.023435337,35.3691218,198.6014707,0,0,15.98295227,3.540828119
T052,102,Blending,30.7921826,1.049199445,31.71543194,188.8821132,0,0,14.85441893,3.319699856
T052,103,Blending,29.932759,1.151713723,36.21397679,190.7798,0,0,11.65427429,1.716550235
T052,104,Blending,29.59792461,1.068231454,33.43881424,198.3452029,0,0,9.072960867,2.935047776
T052,105,Blending,30.0145323,0.964832112,37.73220153,188.4908913,0,0,11.79688401,3.179128146
T052,106,Blending,29.40291218,1.053679452,40.55667186,215.2156445,0,0,13.29960944,3.480654516
T052,107,Blending,31.61020399,0.905877515,34.21335476,218.2802528,0,0,11.05146377,3.083688029
T052,108,Blending,28.36418935,1.276104978,36.30165851,200.5895122,0,0,11.68948901,2.965791261
T052,109,Blending,29.59734574,0.935154496,35.54518485,208.4548585,0,0,10.51033888,3.439116942
T052,110,Compression,25.72282706,0.761375396,26.92252433,55.01011768,8.647562062,0,36.07838244,5.349027492
T052,111,Compression,29.23342044,1.161816012,31.02351871,45.40118941,9.896367172,0,35.21774598,5.276751954
T052,112,Compression,24.08387076,1.172454996,31.71980496,51.54841013,9.663539865,0,42.58369799,5.591948423
T052,113,Compression,24.42788211,1.125856317,31.78245948,53.76742043,9.31769216,0,44.38286299,6.639872723
T052,114,Compression,25.58689729,0.844636931,27.88781,58.47888673,9.684605393,0,42.55551247,5.411680046
T052,115,Compression,27.13628616,1.000729139,27.92672076,47.37454201,8.162615049,0,38.50724344,3.285587358
T052,116,Compression,26.96989716,1.095118927,29.58402055,48.53009145,8.655941926,0,37.53437573,5.919651714
T052,117,Compression,27.58940762,1.111219658,32.82493468,53.37022302,9.044994984,0,48.73508047,5.455644639
T052,118,Compression,25.40672516,1.062280694,32.19169986,53.97915285,10.11632986,0,40.1800831,5.397279897
T052,119,Compression,28.24971311,0.966771898,29.70961522,51.02328362,8.609181328,0,37.9836872,5.469270138
T052,120,Compression,28.43126089,1.014327238,28.89606194,45.07635484,8.649613714,0,46.24917042,5.60883083
T052,121,Compression,27.58476201,1.006258467,30.99401712,55.94729019,9.227377033,0,59.53221853,4.06121622
T052,122,Compression,25.24641998,1.191768586,32.53952982,47.94606259,8.607125487,0,46.05406442,5.14600136
T052,123,Compression,25.47399925,1.078089138,27.61312444,49.20109127,10.49664337,0,44.85077158,4.864598303
T052,124,Compression,27.9256094,1.0139932,30.41364835,48.2061711,8.871299095,0,38.76450529,6.12019151
T052,125,Compression,27.21846155,1.23331318,27.75036512,52.46530021,8.797042404,0,53.02923871,3.68410882
T052,126,Compression,27.1135442,0.887529649,31.93626079,45.62727074,9.005345499,0,48.81488672,4.25733377
T052,127,Compression,29.29434732,0.99726337,27.51404961,48.62859659,9.203894889,0,54.22964995,5.448991389
T052,128,Compression,26.79232271,0.965994447,29.54504798,49.34945273,10.29042306,0,41.99709264,4.567662261
T052,129,Compression,28.28329073,1.024276338,31.29252487,49.68195163,8.96123737,0,47.85341087,5.282831265
T052,130,Compression,29.84306358,1.053146257,31.87481225,46.68795826,10.08523587,0,40.31731,6.040886019
T052,131,Compression,27.9872225,0.833027304,30.91850254,58.73086839,9.168674404,0,31.03846377,4.314708554
T052,132,Compression,27.10522504,1.025128254,29.42620359,54.65530792,10.25872064,0,38.34220305,4.727918868
T052,133,Compression,25.31918045,1.010281621,28.70089328,39.49448132,9.158940767,0,51.61756808,6.335218993
T052,134,Compression,28.02017004,0.937286003,29.664544,57.13414927,10.11744696,0,42.92911959,5.134924398
T052,135,Compression,29.3425949,0.947537399,31.26536377,48.7764141,10.67119381,0,44.03095352,5.54075212
T052,136,Compression,29.18089206,0.948866915,32.50500138,61.44329849,9.489281571,0,47.39989062,5.662483968
T052,137,Compression,27.06856983,0.873854572,31.17715399,51.33058445,9.444612579,0,50.92426302,5.443138465
T052,138,Compression,27.23802337,1.009035678,28.93424255,49.71371392,9.591946526,0,52.89065949,6.311843475
T052,139,Compression,28.30366838,0.962147681,29.34888239,55.74389744,9.306356374,0,50.71724893,6.229541437
T052,140,Compression,27.56865323,0.90364868,28.40652268,48.54645898,9.312022503,0,43.87821721,5.784355589
T052,141,Compression,25.3646796,1.101826007,30.76654906,46.15874778,8.526221125,0,50.41578118,4.306316424
T052,142,Compression,27.83688687,1.007792387,26.91048991,42.6637263,8.719536934,0,40.60975706,5.867540459
T052,143,Compression,24.96180228,0.842120045,30.15748447,61.43664985,9.114554333,0,42.87423067,4.903169172
T052,144,Compression,27.46099887,0.965717213,31.07650874,48.87918727,9.451988628,0,44.2806107,5.669529651
T052,145,Compression,25.58115594,1.080993704,32.98901575,47.29505062,9.094665422,0,39.1334733,4.45641401
T052,146,Compression,30.19268937,0.902667374,29.63746657,55.43694904,9.591683122,0,40.66466535,4.182668747
T052,147,Compression,29.9509688,1.24153856,33.21948152,54.42235907,10.03609881,0,38.4647498,5.308768899
T052,148,Compression,29.06949608,1.035847219,30.29064688,50.95608391,9.275328346,0,40.62813877,6.488708186
T052,149,Compression,31.33814769,1.171643415,27.44138893,54.47270773,10.38204777,0,45.92502452,5.688120996
T052,150,Compression,29.70429381,1.059716839,27.35295282,46.11602337,9.944069081,0,37.31494145,5.371677768
T052,151,Compression,27.83735632,1.036186799,31.12205928,52.42376949,9.010775431,0,47.28145559,5.730902702
T052,152,Compression,29.09603599,0.928146151,29.81151171,47.41527943,9.630422519,0,35.52464813,6.189150424
T052,153,Compression,26.75164637,1.011655017,31.26984343,48.94818065,9.047958801,0,53.62665753,6.181138924
T052,154,Compression,26.80155645,0.956615644,29.79137242,45.09356305,9.924822375,0,35.84519319,6.933754725
T052,155,Compression,26.83870571,0.958115055,31.76021157,48.43444263,10.11929796,0,38.05104893,6.053571145
T052,156,Compression,27.26871679,1.048885557,30.39122652,44.01470294,10.057177,0,46.88454149,4.474504588
T052,157,Compression,26.04926293,1.039067118,34.02511076,48.00614153,8.555187861,0,48.9082342,4.731960089
T052,158,Compression,27.35453994,1.022670636,32.15574119,42.32630637,9.736998681,0,51.57189598,5.341896898
T052,159,Compression,28.77168518,1.181191591,31.68242311,52.64592398,9.08068876,0,40.93493863,4.733081021
T052,160,Compression,26.02668637,1.022816664,25.86997315,55.64800264,10.83688064,0,40.31349813,6.544403522
T052,161,Compression,27.808774,1.074175627,30.63129987,49.9117494,10.95518031,0,48.01996008,4.713482809
T052,162,Compression,29.75067201,0.994638248,28.27368995,44.76859364,10.11266673,0,56.4674127,6.411857454
T052,163,Compression,27.55138814,1.038686328,27.33727171,51.54389617,10.95841003,0,42.84146559,5.376226115
T052,164,Compression,29.46496082,0.955137661,30.76004724,39.61859632,9.577560374,0,52.06932475,6.440220416
T052,165,Compression,28.98681874,1.204418932,26.19411152,51.74092238,8.635161244,0,38.78904054,4.513861271
T052,166,Compression,26.15205351,0.927406889,29.38558871,50.76278229,9.315310804,0,35.14423212,5.832217442
T052,167,Compression,25.57217732,0.999903409,27.13250178,45.12914222,9.357328355,0,55.81074174,5.227442501
T052,168,Compression,27.1175377,0.863416939,30.92355768,54.17683476,9.615705002,0,37.17026324,5.523287676
T052,169,Compression,27.04720361,1.22676563,29.65849134,48.83853621,8.146590521,0,45.65773535,4.295743786
T052,170,Compression,29.86958862,0.978479098,30.10988814,46.6733149,10.31767806,0,45.02045324,6.918481077
T052,171,Compression,26.96618324,0.978434729,30.40956658,42.80082791,10.07477626,0,48.554587,4.835062727
T052,172,Compression,28.26477126,1.091330058,30.40047653,47.941369,10.2926752,0,52.23522329,5.123250294
T052,173,Compression,27.30298041,0.948551064,32.00365502,47.66261048,9.906862335,0,34.94911493,5.304414289
T052,174,Compression,27.82323731,0.945551769,29.00050971,54.9970248,9.871157648,0,52.44602653,5.10093272
T052,175,Compression,28.33732927,1.057446738,30.84111084,53.97580769,10.71017256,0,48.75675563,6.002270199
T052,176,Compression,28.71357982,0.96611479,29.36271128,47.07326334,8.8259797,0,48.38678495,5.223354142
T052,177,Compression,29.34847089,0.928773862,31.00622261,50.96570877,9.112002619,0,43.15134776,6.144421344
T052,178,Compression,26.56763141,0.94864775,28.2451836,60.64115495,9.104986772,0,40.36952163,4.604011857
T052,179,Compression,26.92687829,0.992856239,31.86234081,45.4917857,9.050013136,0,45.37819935,5.540852457
T052,180,Coating,40.7268971,1.013348104,23.87535063,115.6443745,0,3.451394095,13.61973887,2.135609432
T052,181,Coating,39.5953433,0.865022498,22.59264609,103.4790074,0,2.809206288,21.35095086,2.44771084
T052,182,Coating,41.41917986,0.829375757,27.5864092,123.5184152,0,2.60689218,15.64019313,2.281904162
T052,183,Coating,41.52116011,0.694929715,20.81509996,124.4737376,0,3.061399654,26.61390274,2.015575036
T052,184,Coating,41.85910158,0.890465385,27.64393139,123.8943962,0,2.791185543,22.0376098,2.328044211
T052,185,Coating,39.57191843,0.820904028,23.6971947,129.8757158,0,2.703513367,16.35705149,1.42243236
T052,186,Coating,40.32565298,0.977917879,21.99581113,111.1166907,0,3.040643768,18.90563867,1.289112222
T052,187,Coating,40.76921485,0.956735909,26.79452597,115.1423611,0,2.883143731,18.07586182,1.664698012
T052,188,Coating,41.77123679,0.834261081,24.58655442,116.2406651,0,3.268079157,21.85528036,1.511338399
T052,189,Coating,40.21117753,0.97552772,24.34531324,121.4790523,0,2.978747924,20.14996792,1.989733342
T052,190,Coating,40.99397267,0.795057182,29.75746339,124.5596963,0,2.511050874,22.72580817,1.613184205
T052,191,Coating,38.889249,0.755470491,24.96273044,129.1083564,0,3.103404785,26.02305746,1.878710343
T052,192,Coating,40.30212709,0.846306974,26.79641438,132.2234979,0,2.504810998,24.0325697,1.934793322
T052,193,Coating,38.11638132,0.896084356,26.87205884,104.5317729,0,2.570937576,18.64080801,2.300726483
T052,194,Coating,40.93923783,0.99036552,26.89649105,133.1262849,0,3.073458872,15.56312232,1.399118585
T052,195,Coating,40.74754045,0.97835985,21.88636647,128.3563927,0,2.989658869,21.30609309,1.770873134
T052,196,Coating,39.43383072,0.822560959,22.32354131,128.1773228,0,3.476417777,19.73719119,2.242491961
T052,197,Coating,39.89295814,0.897790921,25.41098849,126.3060902,0,3.100987436,21.38794555,1.792497828
T052,198,Coating,41.85198951,0.937863349,23.45214669,116.8624726,0,2.817254504,17.84828227,1.724432451
T052,199,Coating,40.03876559,0.975178567,24.16402178,115.8181403,0,2.649031514,17.84885258,1.896731227
T052,200,Coating,43.59841995,1.046918923,27.65030386,116.0400816,0,3.461616873,21.03100544,1.839168169
T052,201,Coating,40.19563257,0.904294081,24.06398539,126.7595421,0,2.565376866,18.41786224,2.176241413
T052,202,Coating,40.8278694,0.916453802,26.15124751,113.0007058,0,2.775504168,17.41274641,2.199731548
T052,203,Coating,41.12064132,0.786562717,24.86904733,123.9828724,0,3.624018066,19.98227405,1.785950295
T052,204,Coating,40.21560786,0.732553652,21.88196464,112.5117832,0,3.0286522,20.4271079,1.916009363
T052,205,Coating,40.43477555,0.732208605,21.34056508,125.2301261,0,3.091896973,24.73525989,2.058998122
T052,206,Coating,41.49737051,0.958161316,25.22040809,110.0627786,0,2.985302556,19.57138972,1.978303549
T052,207,Coating,42.65228494,0.752458341,23.75715691,117.7199835,0,2.969314295,20.71398056,1.74752625
T052,208,Coating,39.81241828,0.899714749,23.80618167,115.3803335,0,2.972614161,21.01216509,1.526461317
T052,209,Coating,39.38968732,0.813952233,24.24491129,125.1788644,0,3.305900524,22.15498744,1.925161156
T052,210,Coating,38.06023557,0.929526594,26.52501286,113.6718385,0,2.398378408,24.89824952,1.496470068
T052,211,Coating,41.63113063,1.051616447,26.22592622,109.7685585,0,2.997401438,14.50684368,1.745802885
T052,212,Coating,38.20359525,0.867667814,30.86044593,123.1229445,0,3.452851835,19.89642449,2.316426142
T052,213,Quality_Testing,25.8436866,0.964260521,47.06168095,0,0,0,5.75202588,0.533242476
T052,214,Quality_Testing,25.12957771,1.118482626,44.64668769,0,0,0,5.662667854,0.459108711
T052,215,Quality_Testing,24.92103438,0.782058441,40.83397638,0,0,0,4.961348619,0.401831038
T052,216,Quality_Testing,25.82212589,0.864246706,41.48863562,0,0,0,4.225068171,0.622469223
T052,217,Quality_Testing,24.44856217,1.119165448,43.74112022,0,0,0,4.76632944,0.691709088
T052,218,Quality_Testing,25.1814867,0.964126929,48.58345339,0,0,0,4.909483069,0.582031992
T052,219,Quality_Testing,25.44486714,1.094620912,46.20820456,0,0,0,5.056344474,0.418489931
T052,220,Quality_Testing,28.4783123,1.037257132,42.45371914,0,0,0,3.724951863,0.38825436
T052,221,Quality_Testing,24.07552128,1.029452436,44.31019379,0,0,0,4.360948696,0.639635166
T052,222,Quality_Testing,21.69874209,1.07627528,43.82750808,0,0,0,4.186029886,0.644161621
T052,223,Quality_Testing,22.78627444,1.037255408,44.2824093,0,0,0,5.576334781,0.544946745
T052,224,Quality_Testing,23.02069848,0.875911092,46.99642759,0,0,0,6.08984041,0.580929123
T052,225,Quality_Testing,24.94197804,0.982543317,44.59278923,0,0,0,5.008230743,0.421302172
T052,226,Quality_Testing,21.96865525,0.939329672,46.4309416,0,0,0,6.105566357,0.301826113
T052,227,Quality_Testing,26.74521807,0.995696335,46.62185594,0,0,0,3.836584507,0.574274113
T052,228,Quality_Testing,24.17355463,0.951256418,43.24716567,0,0,0,3.983433444,0.484963283
T052,229,Quality_Testing,27.01236656,0.942642789,47.00109495,0,0,0,6.560815878,0.56774476
T052,230,Quality_Testing,25.30449332,0.716174425,43.82056844,0,0,0,5.075423621,0.654248001
T052,231,Quality_Testing,23.38437293,1.077998496,44.91393745,0,0,0,3.698506119,0.445978324
T052,232,Quality_Testing,24.11941059,1.183327217,41.38922881,0,0,0,4.860367565,0.440654539
T052,233,Quality_Testing,23.8114954,0.928473895,42.57128446,0,0,0,6.908310278,0.359076719
T052,234,Quality_Testing,24.36523072,0.725015356,43.72737862,0,0,0,4.054290421,0.478355495
T052,235,Quality_Testing,26.51405141,0.93228964,44.65122679,0,0,0,4.261335528,0.431402058
T052,236,Quality_Testing,23.68917964,0.996166389,42.59578183,0,0,0,6.563210731,0.685353025
T052,237,Quality_Testing,26.34432916,0.998820942,46.05785798,0,0,0,7.345748488,0.619970106
T052,238,Quality_Testing,27.1217513,0.955757598,42.43961162,0,0,0,4.602068321,0.685715956
T052,239,Quality_Testing,26.542525,0.958484173,46.1072175,0,0,0,5.819560643,0.658212511
T052,240,Quality_Testing,24.90915003,0.7324934,46.32844103,0,0,0,5.596461703,0.670409878
T052,241,Quality_Testing,27.18498337,1.036703886,48.03448568,0,0,0,3.881417078,0.518683997
T052,242,Quality_Testing,24.29634755,0.975171641,46.4597156,0,0,0,5.283768818,0.526667116
T052,243,Quality_Testing,25.14411331,1.095554829,44.09109018,0,0,0,5.18157817,0.453080748
T052,244,Quality_Testing,25.67135295,0.930100194,43.43091979,0,0,0,5.346411144,0.518476042
T052,245,Quality_Testing,22.97772112,0.907551532,40.80386037,0,0,0,5.363883428,0.569009843
T052,246,Quality_Testing,23.36929249,1.23749868,45.47066647,0,0,0,3.588079028,0.626794357
T052,247,Quality_Testing,24.2225442,1.011256556,44.21070322,0,0,0,6.403378611,0.608064977
T052,248,Quality_Testing,25.33573041,0.97249101,45.20673337,0,0,0,4.917628625,0.390510151
T052,249,Quality_Testing,24.95751457,0.904803144,47.31347432,0,0,0,5.822001228,0.550288278
T052,250,Quality_Testing,24.73236621,1.031075917,43.50078618,0,0,0,5.08327508,0.449241219
T052,251,Quality_Testing,23.00186512,0.943690326,48.33053141,0,0,0,4.17687717,0.549931654
T052,252,Quality_Testing,25.44926774,1.049253597,42.35197087,0,0,0,4.033294352,0.468502568
T052,253,Quality_Testing,23.83890189,0.943807994,45.34789693,0,0,0,3.97247303,0.607754775
T052,254,Quality_Testing,25.54090407,0.970665914,46.02644292,0,0,0,6.302829278,0.641047691
T052,255,Quality_Testing,24.61961039,1.076141836,47.45900824,0,0,0,8.513315687,0.726943539
T052,256,Quality_Testing,22.85854051,1.015972317,42.62635302,0,0,0,5.619002225,0.443552612
T052,257,Quality_Testing,28.45980092,1.224243556,45.75517924,0,0,0,5.72076031,0.407165633
T052,258,Quality_Testing,23.7476061,0.902531018,44.09129881,0,0,0,4.886396754,0.373136705
T052,259,Quality_Testing,21.38616703,1.007844978,46.01145371,0,0,0,3.646244674,0.454701881
T052,260,Quality_Testing,24.43493857,0.969390769,45.03279237,0,0,0,5.267683656,0.644317578
T052,261,Quality_Testing,26.53149563,0.921916507,44.05678329,0,0,0,4.782243424,0.418017249
T052,262,Quality_Testing,24.09311112,0.917944201,45.57441869,0,0,0,4.357126773,0.521850781
T052,263,Quality_Testing,26.81862221,0.862316912,45.01204073,0,0,0,4.742868863,0.442544036
T052,264,Quality_Testing,27.79296292,0.997371888,43.4840828,0,0,0,4.910685051,0.45728492
T052,265,Quality_Testing,24.3796444,0.998574144,44.76468345,0,0,0,3.064120002,0.414041628
T052,266,Quality_Testing,27.49738074,0.961214816,43.70529534,0,0,0,5.003285148,0.430308175
T052,267,Quality_Testing,25.98298836,0.959953802,42.06671934,0,0,0,4.907461926,0.651857867
T055,0,Preparation,23.95259416,0.875047315,44.49623576,0,0,0,2.687979613,0.075869996
T055,1,Preparation,25.22321677,0.92959432,43.21635501,0,0,0,2.127191702,0.164999015
T055,2,Preparation,26.7436008,1.055772246,41.91861036,0,0,0,2.344809022,0.093613059
T055,3,Preparation,23.85132745,0.953574553,44.23623447,0,0,0,1.945221708,0.140238434
T055,4,Preparation,25.13448663,0.889566209,45.7869201,0,0,0,2.973980893,0.07283676
T055,5,Preparation,27.88659027,0.816380109,47.21257383,0,0,0,2.294102811,0.194354606
T055,6,Preparation,24.04499132,1.046665557,44.63949298,0,0,0,2.221275874,0.102018494
T055,7,Preparation,24.50063679,0.911092121,43.32671752,0,0,0,1.90371931,0.071963384
T055,8,Preparation,24.9575659,1.002299042,49.10321197,0,0,0,2.628426724,0.08592356
T055,9,Preparation,24.98522949,0.995202439,50.46264014,0,0,0,2.342416419,0.033376329
T055,10,Preparation,24.56677823,1.081019585,43.67987738,0,0,0,1.742505735,0.081978766
T055,11,Preparation,24.7000173,1.111901924,42.96668229,0,0,0,2.642997038,0.133824239
T055,12,Preparation,24.01368403,0.994867738,47.86477902,0,0,0,2.101239441,0.060638685
T055,13,Preparation,27.06022388,0.933478887,40.83571285,0,0,0,1.485124989,0.100121382
T055,14,Preparation,25.37094583,0.898656802,41.30528999,0,0,0,2.502660952,0.075684621
T055,15,Preparation,24.52739748,0.835953853,45.32968829,0,0,0,1.256538441,-0.00641268
T055,16,Preparation,25.46776447,0.941725569,48.5163914,0,0,0,2.421702227,0.112300361
T055,17,Preparation,22.28857992,0.951562575,44.86132492,0,0,0,2.241973421,0.230278781
T055,18,Preparation,23.39261719,1.153996036,39.50818602,0,0,0,1.564008308,0.099101941
T055,19,Preparation,24.79739976,0.817945677,42.19492398,0,0,0,2.05469555,0.049811527
T055,20,Preparation,24.41598773,1.049026814,40.96796522,0,0,0,2.32711951,0.042987029
T055,21,Preparation,25.69657558,0.863646694,44.04741261,0,0,0,1.973153633,0.089064623
T055,22,Preparation,24.49154501,1.127922089,42.75516211,0,0,0,2.043003617,0.133759705
T055,23,Preparation,25.2193979,1.105645319,46.24683107,0,0,0,0.963349889,0.199101087
T055,24,Preparation,25.36041972,0.986278832,47.23990238,0,0,0,2.640284062,0.105305673
T055,25,Granulation,57.17053272,1.249717492,56.29353502,158.116978,0,4.968002072,13.9250582,2.535368291
T055,26,Granulation,60.66741181,1.14056673,56.10692829,141.375527,0,4.453598596,16.55978585,2.598774165
T055,27,Granulation,61.2582317,1.055674699,54.95001435,160.6626148,0,5.432689437,16.84217805,2.322862325
T055,28,Granulation,63.66830539,1.156380775,55.05386381,162.6295887,0,4.589129904,19.24008286,2.72657261
T055,29,Granulation,62.98135891,1.157079528,50.12157679,159.8289168,0,4.739896351,18.33730955,2.904690692
T055,30,Granulation,62.54464124,1.278605714,49.68941784,149.8342611,0,4.744560844,15.29790461,2.74450872
T055,31,Granulation,61.55690684,1.165448091,60.3548395,133.0463431,0,4.19693293,12.90117611,1.820728089
T055,32,Granulation,62.55698449,1.164161795,58.66688858,130.9215375,0,5.513452374,15.05543645,3.107655774
T055,33,Granulation,62.09745563,1.053141814,53.88357106,152.8399697,0,4.679430929,12.96090535,2.894885544
T055,34,Granulation,61.4118387,1.214645397,51.43715362,153.4414334,0,5.372272371,17.92236099,2.219199906
T055,35,Granulation,62.03554558,1.285083487,61.96099171,143.640073,0,5.356224207,16.12849067,2.440114568
T055,36,Granulation,63.95403993,1.117097419,55.24519767,144.885885,0,5.011765056,13.89795235,1.872249934
T055,37,Granulation,64.05264378,1.231484421,59.33568467,133.6060129,0,4.18246798,17.38652966,2.400781301
T055,38,Granulation,60.9653614,1.38466792,53.75112702,157.3019624,0,5.302754943,10.87447114,2.487268327
T055,39,Granulation,62.08691644,1.086283802,60.90745194,151.6090197,0,5.535244774,16.67595212,2.073547999
T055,40,Drying,63.37903043,0.854758654,58.7861423,83.42122487,0,9.356401114,20.33393519,1.791702338
T055,41,Drying,60.4872558,0.837038734,58.91734475,71.25267163,0,7.935852938,27.82203112,1.888462619
T055,42,Drying,61.7307684,0.668677858,57.60924953,80.41137245,0,8.815355854,26.72733727,1.404187465
T055,43,Drying,61.86494968,0.735078269,58.39926622,86.34728266,0,9.314727401,26.86165245,1.888652628
T055,44,Drying,58.23063908,0.727603996,53.03655133,80.28281106,0,7.939150967,26.67299611,1.862807728
T055,45,Drying,61.54564991,0.911576842,52.89669697,76.312812,0,6.457771861,26.52505767,1.485954495
T055,46,Drying,61.61620795,1.0249741,55.13801676,82.61999361,0,6.961504058,22.32245044,1.790642059
